Name,Size,Type,Align.,AC,HP,Speeds,STR,DEX,CON,INT,WIS,CHA,Sav..Throws,Skills,WRI,Senses,Languages,CR,Additional,Font,Additional.Info,Author,realm,has_fly_speed,has_swim_speed
Strahd's Animated Armor,Medium,Construct,LE,21,112,30,17,13,16,9,10,9,None,Perception,Coldres;fireres;blindedimmu;charmedimmu;deafenedimmu;exhaustionimmu;frightenedimmu paralyzedimmu;petrifiedimmu;poisonimmu,Blindsight 60,Common,6,None,Curse of Strahd,NA,Wizards of the Coast,Other,0,0
Su-Monster,Medium,Monstrosity,CE,12,27,30;climb 30,14,15,12,9,13,9,None,Athletics;Perception,None,Normal,None,1,None,Tomb of Annihilation,NA,Wizards of the Coast,Other,0,0
Succubus/Incubus,Medium,Fiend,NE,15,66,30;fly 60,8,17,13,15,12,20,None,Deception;Insight;Perception;Persuasion;Stealth,Coldres;fireres;lightningres;poisonres;nonmagicalres,Darkvision 60,Abyssal;Common;Infernal;telepathy 60,4,Telepathic Bond;Shapechanger,Monster Manual,NA,Wizards of the Coast,Nine Hells,1,0
Sword Wraith Commander,Medium,Undead,LE,18,127,30,18,14,18,11,12,14,None,Perception,Necroticres;nonmagicalres;poisonimmu;exhaustionimmu;frightenedimmu;poisonedimmu;unconsciousimmu,Darkvision 60,Any,8,Martial Fury;Turning Defiance,Mordenkainen's Tome of Foes,NA,Wizards of the Coast,Other,0,0
Sword Wraith Warrior,Medium,Undead,LE,16,45,30,18,12,17,6,9,10,None,None,Necroticres;nonmagicalres;poisonimmu;exhaustionimmu;frightenedimmu;poisonedimmu;unconsciousimmu,Darkvision 60,Any,3,Martial Fury,Mordenkainen's Tome of Foes,NA,Wizards of the Coast,Other,0,0
Tabaxi Hunter,Medium,Humanoid (Tabaxi),CG,14,40,30;climb 20,10,17,11,13,14,15,None,Athletics;Perception;Stealth;Survival,None,Darkvision 60,Common;Any,1,Feline Agility,Tomb of Annihilation,NA,Wizards of the Coast,Other,0,0
Tabaxi Minstrel,Medium,Humanoid (Tabaxi),CG,12,22,30;climb 20,10,15,11,14,12,16,None,Perception;Performance;Persuasion;Stealth,None,Darkvision 60,COmmon;Any,0.25,Feline Agility;Inspire,Tomb of Annihilation,NA,Wizards of the Coast,Other,0,0
Tarrasque,Gargantuan,Monstrosity,U,25,676,40,30,11,30,3,11,11,INT;WIS;CHA,None,Fireimmu;poisonimmu;nonmagicalimmu;charmedimmu;frightenedimmu;paralyzedimmu;poisonedimmu,Blindsight 120,None,30,Legendary;Magic Resistance;Reflective Carapace;Siege Monster,Monster Manual,NA,Wizards of the Coast,Other,0,0
Tecuziztecatl,Large,Monstrosity,N,13,102,30;climb 30,17,10,16,15,16,13,None,Deception;Stealth,Nonmagicalres;acidimmu,Blindsight 30,Olman;Primal,4,Amphibious;Glowing;Flexible;Spider Climb,Tales from the Yawning Portal,NA,Wizards of the Coast,Other,0,0
Thayan Apprentice,Medium,Humanoid (Human),NOT GOOD,12,27,30,10,14,12,15,13,11,None,Arcana,None,Normal,Common;Thayan,2,Doomvault Devotion;Normal Spellcasting,Tales from the Yawning Portal,NA,Wizards of the Coast,Other,0,0
Thayan Warrior,Medium,Humanoid (Human),NOT GOOD,16,52,30,16,13,14,10,11,11,None,Perception,None,Normal,Common;Thayan,2,Doomvault Devotion;Pack Tactics,Tales from the Yawning Portal,NA,Wizards of the Coast,Other,0,0
Thorn Slinger,Large,Plant,U,11,32,10,13,12,12,1,10,1,None,None,Blindedimmu;deafenedimmu;frightenedimmu,Blindsight 60,None,0.5,Adhesive Blossoms;False Appearance,Tales from the Yawning Portal,NA,Wizards of the Coast,Other,0,0
Thorny,Medium,Plant,N,14,27,30,13,12,13,2,10,6,None,Perception;Stealth,Lightningres;piercingres,Darkvision 60,Own,1,Plant Camouflage;Regeneration,Volo's Guide to Monsters,NA,Wizards of the Coast,Other,0,0
Thri-Kreen,Medium,Humanoid,CN,15,33,40,12,15,13,8,12,7,None,Perception;Stealth;Survival,None,Darkvision 60,Own,1,Chameleon Carapace;Standing Leap,Monster Manual,NA,Wizards of the Coast,Other,0,0
Tiamat,Gargantuan,Fiend,CE,25,615,60;fly 120,30,10,30,26,26,28,STR;DEX;WIS,Arcana;Perception;Religion,Acidimmu;coldimmu;fireimmu;lightningimmu;nonmagicalimmu;blindedimmu;charmedimmu;deafenedimmu;frightenedimmu;poisonedimmu;stunnedimmu,Darkvision 240;truesight 120,Common;Draconic;Infernal,30,Discorporation;Innate Spellcasting;Legendary Resistance;Limited Magic immunity;Magic Weapons;Multiple Heads;Regeneration,Rise of Tiamat,NA,Wizards of the Coast,Nine Hells,1,0
Tiny Servant,Tiny,Construct,U,15,10,30;climb 30,4,16,10,2,10,1,None,None,Poisonimmu;psychicimmu;blindedimmu;charmedimmu;deafenedimmu;exhaustionimmu;frightenedimmu;paralyzedimmu;petrifiedimmu;poisonedimmu,Blindsight 60,None,1,None,Xanathar's Guide to Everything,NA,Wizards of the Coast,Other,0,0
Tlincalli,Large,Monstrosity,NE,15,85,40,16,13,16,8,12,8,None,Perception;Stealth;Survival,None,Darkvision 60,Own,5,None,Volo's Guide to Monsters,NA,Wizards of the Coast,Other,0,0
Topi,Small,Undead,CE,13,13,30,7,15,12,6,10,5,None,None,Bludgeoningres;poisonimmu;poisonedimmu,Darkvision 60,Alive,0.5,Turn Resistance;Undead Fortitude,The Tortle Package,NA,Wizards of the Coast,Other,0,0
Tortle,Medium,Humanoid (Tortle),LG,17,22,30,15,10,12,11,13,12,None,Athletics;Survival,None,Normal,Aquan;Common,0.25,Hold Breath,Mordenkainen's Tome of Foes,NA,Wizards of the Coast,Other,0,0
Tortle Druid,Medium,Humanoid (Tortle),LN,17,33,30,14,10,12,11,15,12,None,Animal Handling;Nature;Survival,None,Normal,Aquan;Common,2,Hold Breath;Normal Spellcasting,Mordenkainen's Tome of Foes,NA,Wizards of the Coast,Other,0,0
Trapper,Large,Monstrosity,U,13,85,10;climb 10,17,10,17,2,13,4,None,Stealth,None,Blindsight 30;darkvision 60,None,3,False Appearance;Spider Climb,Volo's Guide to Monsters,NA,Wizards of the Coast,Other,0,0
Treant,Huge,Plant,CG,16,138,30,23,8,21,12,16,12,None,None,Bludgeoningres;piercingres;fireweak,Normal,Common;Druidic;Elvish;Sylvan,9,False Appearance;Siege Monster,Monster Manual,NA,Wizards of the Coast,Other,0,0
Tressym,Tiny,Beast,CN,12,5,40;climb 30;fly 40,3,15,10,11,12,12,None,Perception;Stealth,Poisonimmu;poisonedimmu,Darkvision 60,Common,0,Detect Invisibility;Keen Smell;Poison Sense,Storm King's Thunder,NA,Wizards of the Coast,Other,1,0
Tri-Flower Frond,Medium,Plant,U,10,11,5,1,10,12,1,10,1,None,None,Blindedimmu;deafenedimmu;exhaustionimmu;proneimmu,Blindsight 30,None,0.5,None,Tomb of Annihilation,NA,Wizards of the Coast,Other,0,0
Troglodyte,Medium,Humanoid,CE,11,13,30,14,10,14,6,10,6,None,Stealth,None,Darkvision 60,Own,0.25,Chameleon Skin;Stench;Sunlight Sensitivity,Monster Manual,NA,Wizards of the Coast,Other,0,0
Troglodyte Champion of Laogzed,Medium,Humanoid (Troglodyte),CE,14,59,30,18,12,18,8,12,12,None,Athletics;Intimidation;Stealth,None,Darkvision 60,Own,3,Chameleon Skin;Stench;Sunlight Sensitivity,Out of the Abyss,NA,Wizards of the Coast,Other,0,0
Troll,Large,Giant,CE,15,84,30,18,13,20,7,9,7,None,Perception,None,Darkvision 60,Giant,5,Keen Smell;Regeneration,Monster Manual,NA,Wizards of the Coast,Other,0,0
Troll;Dire,Huge,Giant,CE,15,172,40,22,15,21,9,11,5,WIS;CHA,Perception,Nonmagicalres;frightenedimmu;poisonedimmu,Darkvision 60,Giant,13,Keen Smell;Keen Sight;Regeneration,Mordenkainen's Tome of Foes,NA,Wizards of the Coast,Other,0,0
Troll;Rot,Large,Giant,CE,16,138,30,18,13,22,5,8,4,None,Perception,Necroticimmu,Darkvision 60,Giant,9,Rancid Degeneration,Mordenkainen's Tome of Foes,NA,Wizards of the Coast,Other,0,0
Troll;Spirit,Large,Giant,CE,17,97,30,1,17,13,8,9,16,None,Perception,Acidres;coldres;fireres;lightningres;thunderres;nonmagicalimmu;exhaustionimmu;grappledimmu;paralyzedimmu;petrifiedimmu;proneimmu;restrainedimmu;unconsciousimmu,Darkvision 60,Giant,11,Incorporeal Movement;Regeneration,Mordenkainen's Tome of Foes,NA,Wizards of the Coast,Other,0,0
Troll;Venom,Large,Giant,CE,15,94,30,18,13,20,7,9,7,None,Perception,Poisonimmu;poisonedimmu,Darkvision 60,Giant,7,Keen Smell;Poison Splash;Regeneration,Mordenkainen's Tome of Foes,NA,Wizards of the Coast,Other,0,0
Umber Hulk,Large,Monstrosity,CE,18,93,30;burrow 20,20,13,16,9,10,10,None,None,None,Darkvision 120,Own,5,Confusing Gaze;Tunneler,Monster Manual,NA,Wizards of the Coast,Other,0,0
Unicorn,Large,Celestial,LG,12,67,50,18,14,15,11,17,16,None,None,Poisonimmu;charmedimmu;paralyzedimmu;poisonedimmu,Darkvision 60,Celestial;Elvish;Sylvan;telepathy 60,5,Legendary;Lair;Charge;Innate Spellcasting;Magic Resistance;Magic Weapons,Monster Manual,NA,Wizards of the Coast,Astral Plane,0,0
Uthgardt Shaman,Medium,Humanoid (Human),NE,13,38,30,14,12,13,10,15,12,None,Medicine;Nature;Perception;Survival,None,Normal,Bothii;COmmon,2,Innate Spellcasting,Storm King's Thunder,NA,Wizards of the Coast,Other,0,0
Vampire,Medium,Undead,LE,16,144,30,18,18,18,17,15,18,DEX;WIS;CHA,Perception;Stealth,Necroticres;nonmagicalres,Darkvision 120,Any,13,Shapechanger;Legendary;Lair;Misty Escape;Regeneration;Spider Climb;Vampire Weaknesses;Forbiddance;Harmed by Running Water;Sunlight Hypersensitivity;Stake to the Heart,Monster Manual,NA,Wizards of the Coast,Other,0,0
Vampire Spawn,Medium,Undead,NE,15,82,30,16,16,16,11,10,12,DEX;WIS,Perception;Stealth,Necroticres;nonmagicalres,Darkvision 60,Any,5,Regeneration;Spider Climb;Vampire Weaknesses;Forbiddance;Harmed by Running Water;Stake to the Heart; Sunlight Hypersensitivity,Monster Manual,NA,Wizards of the Coast,Other,0,0
Vampiric Mist,Medium,Undead,CE,13,30,fly 30,6,16,16,6,12,7,WIS,None,Acidres;coldres;lightningres;necroticres;thunderres;nonmagicalres;poisonimmu;charmedimmu;exhaustionimmu;grappledimmu;paralyzedimmu;petrifiedimmu;poisonedimmu;proneimmu;restrainedimmu,Darkvision 60,None,3,Life Sense;Forbiddance;Misty Form;Sunlight Hypersensitivity,Mordenkainen's Tome of Foes,NA,Wizards of the Coast,Other,1,0
Vargouille,Tiny,Fiend,CE,12,13,5;fly 40,6,14,14,4,7,2,None,None,Coldres;fireres;lightningres;poisonimmu;poisonedimmu,Darkvision 60,Abyssal;Infernal;Any,1,None,Volo's Guide to Monsters,NA,Wizards of the Coast,Nine Hells,1,0
Vegepygmy,Small,Plant,N,13,9,30,7,14,13,6,11,7,None,Perception;Stealth,Lightningres;piercingres,Darkvision 60,Own,0.25,Plant Camouflage;Regeneration,Volo's Guide to Monsters,NA,Wizards of the Coast,Other,0,0
Vegepygmy Chief,Small,Plant,N,14,33,30,14,14,14,7,12,9,None,Perception;Stealth,Lightningres;piercingres,Darkvision 60,Own,2,Plant Camouflage;Regeneration,Volo's Guide to Monsters,NA,Wizards of the Coast,Other,0,0
Water Weird,Large,Elemental,N,13,58,swim 60,17,16,13,11,10,10,None,None,Fireres;nonmagicalres;poisonimmu;exhaustionimmu;grappledimmu;paralyzedimmu;poisonedimmu;restrainedimmu;proneimmu;unconsciousimmu,Blindsight 30,Aquan,3,Invisible in Water;Water Bound,Monster Manual,NA,Wizards of the Coast,Elemental Plane,0,1
White Maw,Gargantuan,Ooze,CN,5,217,10,18,1,20,12,10,3,None,None,Acidres;coldres;fireres;poisonimmu;blindedimmu;charmedimmu;deafenedimmu;exhuastionimmu;frightenedimmu;poisonedimmu;proneimmu,Blindsight 60,Telepathy 50,10,Amorphous Form;Corrode Metal;False Appearance;Killer Response,Tales from the Yawning Portal,NA,Wizards of the Coast,Other,0,0
Wight,Medium,Undead,NE,14,45,30,15,14,16,10,13,15,None,Perception;Stealth,Necroticres;nonmagicalres;poisonimmu;exhaustionimmu;poisonedimmu,Darkvision 60,Any,3,Sunlight Sensitivity,Monster Manual,NA,Wizards of the Coast,Other,0,0
Will-O'-Wisp,Tiny,Undead,CE,19,22,fly 50,1,28,10,13,14,11,None,None,Lightningimmu;poisonimmu;acidres;coldres;fireres;necroticres;thunderres;nonmagicalres;exhaustionimmu;grappledimmu;paralyzedimmu;poisonedimmu;proneimmu;restrainedimmu;unconsciousimmu,Darkvision 120,Any,2,Consume Life;Ephemeral;Incorporeal Movement;Variable Illumination,Monster Manual,NA,Wizards of the Coast,Other,1,0
Wood Woad,Medium,Plant,LN,18,75,30;climb 30,18,12,16,10,13,8,None,Athletics;Perception;Stealth,Fireweak;bludgeoningres;piercingres;charmedimmu;frightenedimmu,Darkvision 60,Sylvan,5,Magic Club;Plant Camouflage;Regeneration;Tree Stride,Volo's Guide to Monsters,NA,Wizards of the Coast,Other,0,0
Wraith,Medium,Undead,NE,13,67,fly 60,6,16,16,12,14,15,None,None,Acidres;coldres;fireres;lightningres;thunderres;nonmagicalres;nonsilveredres;necroticimmu;poisonimmu;charmedimmu;exhaustionimmu;grappledimmu;paralyzedimmu;petrifiedimmu;poisonedimmu;proneimmu;restrainedimmu,Darkvision 60,Any,5,Incorporeal Movement;Sunlight Sensitivity,Monster Manual,NA,Wizards of the Coast,Other,1,0
Wyvern,Large,Dragon,U,13,110,20;fly 80,19,1,16,5,12,6,None,Perception,None,Darkvision 60,None,6,None,Monster Manual,NA,Wizards of the Coast,Other,1,0
Xorn,Medium,Elemental,N,19,73,20;burrow 20,17,10,22,11,10,11,None,Perception;Stealth,Nonadamantineres,Darkvision 60;tremorsense 60,Terran,5,Earth Glide;Stone Camouflage;Treasure Sense,Monster Manual,NA,Wizards of the Coast,Elemental Plane,0,0
Xvart,Small,Humanoid (Xvart),CE,13,7,30,8,14,10,8,7,7,None,Stealth,None,Darkvision 30,Abyssal,0.13,Low Cunning;Overbearing Pack;Raxivort's Tongue,Volo's Guide to Monsters,NA,Wizards of the Coast,Other,0,0
Xvart Speaker,Small,Humanoid (Xvart),CE,13,7,30,8,14,10,13,7,7,None,Stealth,None,Darkvision 30,Abyssal;Any,0.13,Low Cunning;Overbearing Pack;Raxivort's Tongue,Volo's Guide to Monsters,NA,Wizards of the Coast,Other,0,0
Xvart Warlock of Raxivort,Small,Humanoid (Xvart),CE,12,22,30,8,14,12,8,11,12,None,Stealth,None,Darkvision 30,Abyssal,1,Innate Spellcasting;Normal Spellcasting;Low Cunning;Raxivort's Blessing;Raxivort's Tongue,Volo's Guide to Monsters,NA,Wizards of the Coast,Other,0,0
Yakfolk Priest,Large,Monstrosity,NE,12,52,30,16,11,15,14,18,14,None,Deception;Medicine;Survival,None,Normal,Common;Yikaria,4,Normal Spellcasting;Possession,Storm King's Thunder,NA,Wizards of the Coast,Other,0,0
Yakfolk Warrior,Large,Monstrosity,NE,11,60,30,18,11,15,14,15,14,None,Deception;Survival,None,Normal,Common;Yikaria,3,Possession,Storm King's Thunder,NA,Wizards of the Coast,Other,0,0
Yellow Musk Creeper,Medium,Plant,U,6,60,5;climb 5,12,3,12,1,10,3,None,None,Blindedimmu;deafenedimmu;exhaustionimmu;proneimmu,Blindsight 30,None,2,False Appearance;Regeneration,Tomb of Annihilation,NA,Wizards of the Coast,Other,0,0
Yellow Musk Zombie,Medium,Undead,U,9,33,20,13,9,12,1,6,3,None,None,Charmedimmu;exhaustionimmu,Blindsight 30,None,0.25,Undead Fortitude,Tomb of Annihilation,NA,Wizards of the Coast,Other,0,0
Yeth Hound,Large,Fey,NE,14,51,40;fly 40,18,17,16,5,12,7,None,None,Nonmagicalimmu;nonsilveredimmu;charmedimmu;exhaustionimmu;frightenedimmu,Darkvision 60,Common;Elvish;Sylvan,4,Keen Hearing;Keen Smell;Sunlight Banishment;Telepathic Bond,Volo's Guide to Monsters,NA,Wizards of the Coast,Feywild,1,0
Yeti,Large,Monstrosity,CE,12,51,40;climb 40,18,13,16,8,12,7,None,Perception;Stealth,Coldimmu,Darkvision 60,Own,3,Fear of Fire;Keen Smell;Snow Camouflage,Monster Manual,NA,Wizards of the Coast,Other,0,0
Yeti;Abominable,Huge,Monstrosity,CE,15,137,40;40 climb,24,10,22,9,13,9,None,Perception;Stealth,Poisonres,Darkvision 60,Own,9,Fear of Fire;Keen Smell;Snow Camouflage,Monster Manual,NA,Wizards of the Coast,Other,0,0
Yuan-Ti Abomination,Large,Monstrosity,NE,15,127,40,19,16,17,17,15,18,None,Perception;Stealth,Poisonimmu;poisonedimmu,Darkvision 60,Abyssal;Common;Draconic,7,Shapechanger;Innate Spellcasting;Magic Resistance,Monster Manual,NA,Wizards of the Coast,Other,0,0
Yuan-Ti Anathema,Huge,"Monstrosity
Monstrosity (Yuan-Ti)",NE,16,189,40;climb 30;swim 30,23,13,19,19,17,20,None,Perception;Stealth,Acidres;fireres;lightningres;poisonimmu;poisonedimmu,Blindsight 30;darkvision 60,Abyssal;Common;Draconic,12,Innate Spellcasting;Magic Resistance;Ophidiophobia Aura;Shapechanger;Six Heads,Volo's Guide to Monsters,NA,Wizards of the Coast,Other,0,1
Yuan-Ti Broodguard,Medium,Humanoid (Yuan-Ti),NE,14,45,30,15,14,14,6,11,4,STR;DEX;WIS,Perception,Poisonimmu;poisonedimmu,Darkvision 60,Abyssal;Common;Draconic,2,Mental Resistance;Reckless,Volo's Guide to Monsters,NA,Wizards of the Coast,Other,0,0
Yuan-Ti Malison,Medium,Monstrosity,NE,12,66,30,16,14,13,14,12,16,None,Deception;Stealth,Poisonimmu;poisonedimmu,Darkvision 60,Abyssal;Common;Draconic,3,Shapechanger;Innate Spellcasting;Magic Resistance;Malison Type,Monster Manual,NA,Wizards of the Coast,Other,0,0
Yuan-Ti Mind Whisperer,Medium,"Monstrosity
Monstrosity (Yuan-Ti)",NE,14,71,30,16,14,13,14,12,16,WIS;CHA,Deception;Stealth,Poisonimmu;poisonedimmu,Darkvision 120,Abyssal;Common;Draconic,4,Shapechanger;Innate Spellcasting;Magic Resistance;Mind Fangs;Normal Spellcasting;Sseth's Blessing,Volo's Guide to Monsters,NA,Wizards of the Coast,Other,0,0
Yuan-Ti Nightmare Speaker,Medium,"Monstrosity
Monstrosity (Yuan-Ti)",NE,14,71,30,16,14,13,14,12,16,WIS;CHA,Deception;Stealth,Poisonimmu;poisonedimmu,Darkvision 120,Abyssal;Common;Draconic,4,Shapechanger;Death Fangs;Innate Spellcasting;Magic Resistance;Normal Spellcasting,Volo's Guide to Monsters,NA,Wizards of the Coast,Other,0,0
Yuan-Ti Pit Master,Medium,"Monstrosity
Monstrosity (Yuan-Ti)",NE,14,88,30,16,14,13,14,12,16,WIS;CHA,Deception;Stealth,Poisonimmu;poisonedimmu,Darkvision 120,Abyssal;Common;Draconic,5,Shapechanger;Innate Spellcasting;Magic Resistance;Poison's Disciple;Normal Spellcasting,Volo's Guide to Monsters,NA,Wizards of the Coast,Other,0,0
Yuan-Ti Pureblood,Medium,Monstrosity,NE,11,40,30,11,12,11,13,12,14,None,Deception;Perception;Stealth,Poisonimmu;poisonedimmu,Darkvision 60,Abyssal;Common;Draconic,1,Innate Spellcasting;Magic Resistance,Monster Manual,NA,Wizards of the Coast,Other,0,0
Yugoloth;Arcana,Medium,Fiend,NE,17,104,30;fly 30,17,12,14,20,16,17,DEX;INT;WIS;CHA,Arcana;Deception;Insight;Perception,Coldres;fireres;lightningres;nonmagicalres;acidimmu;poisonimmu;charmedimmu;poisonedimmu,Truesight 120,All;telepathy 120,12,Innate Spellcasting;Magic Resistance;Magic Weapons;Normal Spellcasting,Monster Manual,NA,Wizards of the Coast,Nine Hells,1,0
Yugoloth;Cano,Medium,Fiend (Yugoloth),NE,16,120,50,18,10,17,5,17,12,None,Investigation;Perception,Coldres;fireres;lightningres;nonmagicalres;acidimmu;poisonimmu;poisonedimmu,Darkvision 60;truesight 120,Abyssal;Infernal;telepathy 60,8,Dimensional Lock;Magic Resistance;Magic Weapons;Uncanny Senses,Mordenkainen's Tome of Foes,NA,Wizards of the Coast,Other,0,0
Yugoloth;Dhergo,Medium,Fiend (Yugoloth),NE,15,119,30,17,10,19,7,10,9,STR,None,Coldres;fireres;lightningres;nonmagicalres;acidimmu;poisonimmu;poisonedimmu,Blindsight 60;darkvision 60,Abyssal;Infernal;telepathy 60,7,Innate Spellcasting;Magic Resistance;Magic Weapons,Mordenkainen's Tome of Foes,NA,Wizards of the Coast,Other,0,0
Yugoloth;Hydro,Medium,Fiend (Yugoloth),NE,15,135,20;swim 40,12,21,16,19,10,14,None,Insight;Perception,Fireweak;coldres;lightningres;nonmagicalres;acidimmu;poisonimmu;poisonedimmu,Blindsight 60;darkvision 60,Abyssal;Infernal;telepathy 60,9,Amphibious;Innate Spellcasting;Magic Resistance;Magic Weapons;Secure Memory;Watery Advantage,Mordenkainen's Tome of Foes,NA,Wizards of the Coast,Other,0,1
Yugoloth;Merreno,Medium,Fiend (Yugoloth),NE,13,40,30;swim 40,8,17,10,17,14,11,DEX;INT,History;Nature;Perception;Survival,Coldres;fireres;lightningres;nonmagicalres;acidimmu;poisonimmu;poisonedimmu,Blindsight 60;darkvision 60,Abyssal;Infernal;telepathy 60,3,Innate Spellcasting;Magic Resistance;Magic Weapons;Teleport;Lair,Mordenkainen's Tome of Foes,NA,Wizards of the Coast,Other,0,1
Yugoloth;Mezzo,Medium,Fiend,NE,18,75,40,18,11,16,7,10,11,None,Perception,Coldres;fireres;lightningres;nonmagicalres;acidimmu;poisonimmu;poisonedimmu,Blindsight 60;darkvision 60,Abyssal;Infernal;telepathy 60,5,Innate Spellcasting;Magic Resistance;Magic Weapons,Monster Manual,NA,Wizards of the Coast,Nine Hells,0,0
Yugoloth;Nyca,Large,Fiend,NE,18,123,40;fly 60,20,11,19,12,10,15,None,Intimidation;Perception;Stealth,Coldres;fireres;lightningres;nonmagicalres;acidimmu;poisonimmu;poisonedimmu,Blindsight 60;darkvision 60,Abyssal;Infernal;telepathy 60,9,Innate Spellcasting;Magic Resistance;Magic Weapons,Monster Manual,NA,Wizards of the Coast,Nine Hells,1,0
Yugoloth;Oino,Medium,Fiend (Yugoloth),NE,17,126,40,19,17,18,17,16,19,CON;WIS,Deception;Intimidation;Perception,Coldres;fireres;lightningres;nonmagicalres;acidimmu;poisonimmu;poisonedimmu,Blindsight 60;darkvision 60,Abyssal;Infernal;telepathy 60,12,Bringer of Plagues;Innate Spellcasting;Magic Resistance;Magic Weapons,Mordenkainen's Tome of Foes,NA,Wizards of the Coast,Other,0,0
Yugoloth;Ultro,Medium,Fiend,NE,19,153,30;fly 60,16,16,18,18,15,19,None,Intimidation;Perception;Stealth,Coldres;fireres;lightningres;nonmagicalres;acidimmu;poisonimmu;charmedimmu;frightenedimmu;poisonedimmu,Truesight 120,Abyssal;Infernal;telepathy 120,13,Innate Spellcasting;Magic Resistance;Magic Weapons,Monster Manual,NA,Wizards of the Coast,Nine Hells,1,0
Yugoloth;Yagno,Large,Fiend (Yugoloth),NE,17,147,40,19,14,21,16,15,18,DEX;INT;WIS;CHA,Deception;Insight;Perception;Persuasion,Coldres;fireres;lightningres;nonmagicalres;acidimmu;poisonimmu;poisonedimmu,Blindsight 60;darkvision 60,Abyssal;Infernal telepathy 60,11,Innate Spellcasting;Magic Resistance;Magic Weapons,Mordenkainen's Tome of Foes,NA,Wizards of the Coast,Other,0,0
Zombie,Medium,Undead,NE,8,22,20,13,6,16,3,6,5,WIS,None,Poisonimmu;poisonedimmu,Darkvision 60,Any,0.25,Undead Fortitude,Monster Manual,NA,Wizards of the Coast,Other,0,0
Zombie;Ankylosaurus,Huge,Undead,U,14,68,20,19,9,15,2,6,3,None,None,Poisonimmu;poisonedimmu,Darkvision 60,None,3,Undead Fortitude,Tomb of Annihilation,NA,Wizards of the Coast,Other,0,0
Zombie;Beholder,Large,Undead,NE,15,93,fly 20,10,8,16,3,8,5,WIS,None,Poisonimmu;poisonedimmu,Darkvision 60,Deep Speech;Undercommon,5,Undead Fortitude,Monster Manual,NA,Wizards of the Coast,Other,1,0
Zombie;Girallon,Large,Undead,CE,11,59,30;climb 30,18,12,16,3,7,5,None,None,Poisonimmu;poisonedimmu,Darkvision 60,None,3,Aggressive;Undead Fortitude,Tomb of Annihilation,NA,Wizards of the Coast,Other,0,0
Zombie;Greater,Medium,Undead,NE,15,97,30,18,10,17,4,6,6,WIS,None,Coldres;necroticres;poisonimmu;charmedimmu;exhaustionimmu;frightenedimmu;paralyzedimmu;poisonedimmu,Darkvision 60,Any,5,Turn Resistance;Undead Fortitude,Tales from the Yawning Portal,NA,Wizards of the Coast,Other,0,0
Zombie;Ogre,Large,Undead,NE,8,93,30,19,6,18,3,6,5,WIS,None,Poisonimmu;poisonedimmu,Darkvision 60,Common;Giant,2,Undead Fortitude,Monster Manual,NA,Wizards of the Coast,Other,0,0
